id,exposed,covariate,outcome
2317,0,0.645286,1
2318,1,0.56915,0
2319,1,0.694639,0
2320,1,-0.259708,0
2321,1,-1.032078,0
2322,1,0.34581,0
2323,0,-2.159055,0
2324,0,-0.854716,0
2325,1,-1.736651,0
2326,0,-0.691986,0
2327,0,1.244992,0
2328,1,-1.221667,0
2329,0,-2.245015,0
2330,0,-1.130758,0
2331,0,0.881283,0
2332,0,0.995823,0
2333,0,-1.011636,0
2334,0,-1.880487,0
2335,1,-0.546006,0
2336,0,0.700578,0
2337,0,1.411844,0
2338,1,-1.056542,0
2339,1,1.575579,0
2340,0,1.167735,0
2341,0,-2.018187,0
2342,0,-0.20285,0
2343,0,0.395235,0
2344,0,-0.254844,0
2345,0,0.670105,0
2346,0,-0.828927,0
2347,0,-0.707084,0
2348,0,0.367986,0
2349,0,-1.058176,0
2350,0,-0.647294,0
2351,1,3.291778,0
2352,0,0.388363,0
2353,0,1.327787,0
2354,1,-0.025278,0
2355,1,-0.032827,0
2356,0,-0.90267,0
2357,0,-0.377751,0
2358,0,0.494235,0
2359,0,-0.139888,0
2360,1,0.888535,1
2361,0,1.315163,1
2362,0,-1.83267,0
2363,1,0.944723,0
2364,0,0.250227,0
2365,0,2.639039,0
2366,0,0.667243,0
2367,1,1.153261,0
2368,0,0.887858,0
2369,0,0.898285,0
2370,0,0.058668,1
2371,0,-0.115616,0
2372,1,-0.071883,0
2373,0,0.642428,0
2374,1,-0.829873,0
2375,0,0.225754,0
2376,0,0.671632,0
2377,0,0.301662,0
2378,0,0.868362,0
2379,1,1.315933,0
2380,1,0.588088,0
2381,0,-0.037428,0
2382,0,-1.409031,0
2383,0,-0.281339,0
2384,0,1.436555,0
2385,1,1.403738,0
2386,0,-1.882947,0
2387,1,1.394422,0
2388,0,-0.78421,0
2389,0,-1.119252,0
2390,1,-0.246218,0
2391,1,0.50842,0
2392,0,1.099055,0
2393,0,0.447907,0
2394,0,-1.364096,0
2395,1,1.315171,0
2396,1,-0.083711,1
2397,1,-0.287939,0
2398,1,0.681468,1
2399,1,-0.465259,0
2400,0,-1.584062,0
2401,0,-1.561154,0
2402,1,0.27749,0
2403,1,1.66523,0
2404,0,-0.204964,0
2405,0,-2.744589,0
2406,1,0.427055,0
2407,0,-0.726286,0
2408,0,-0.685795,0
2409,0,0.252073,1
2410,1,-1.245528,0
2411,1,-0.443667,0
2412,0,0.588243,0
2413,0,0.572011,0
2414,1,0.54387,0
2415,0,-0.77418,1
2416,1,-0.723298,1
2417,0,-1.544564,1
2418,1,-0.42688,0
2419,1,-2.206998,0
2420,0,0.508771,0
2421,0,-0.568621,0
2422,0,-1.334521,0
2423,0,0.152371,0
2424,0,1.655072,0
2425,0,-0.943689,1
2426,1,0.039511,0
2427,1,-0.596245,0
2428,1,0.007019,0
2429,1,0.154136,1
2430,0,-0.263973,0
2431,0,0.568016,0
2432,0,0.406163,1
2433,0,0.062446,0
2434,1,-0.485144,0
2435,0,0.973926,0
2436,1,1.793049,1
2437,0,-0.242692,0
2438,1,0.492034,0
2439,1,1.819156,0
2440,0,-0.389326,0
2441,1,1.577553,0
2442,0,-0.347098,0
2443,1,-1.373056,0
2444,0,-0.280203,0
2445,1,-0.235856,1
2446,0,-0.259523,0
2447,0,0.070666,0
2448,1,-0.220482,0
2449,1,0.257398,0
2450,0,-1.235791,0
2451,0,1.019857,0
2452,1,-1.724005,0
2453,1,-0.486866,0
2454,0,-0.176088,0
2455,0,-0.76944,0
2456,0,-2.829402,0
2457,0,-0.186063,0
2458,1,0.310635,0
2459,0,0.793758,1
2460,1,-0.249346,0
2461,0,0.517644,0
2462,1,0.724697,0
2463,0,0.126823,0
2464,1,-1.445492,0
2465,1,-0.645986,0
2466,1,-1.450209,1
2467,1,1.832103,0
2468,0,0.11029,0
2469,1,-0.767356,0
2470,1,-0.074972,0
2471,1,-0.735355,0
2472,0,-1.445989,0
2473,0,-0.562626,0
2474,0,-0.736136,0
2475,0,-0.587693,0
2476,0,0.538999,0
2477,1,0.660281,1
2478,0,-2.816946,0
2479,0,-0.942831,0
2480,0,0.041085,0
2481,1,0.003352,0
2482,1,-0.346689,0
2483,0,2.108962,0
2484,0,0.030123,0
2485,1,-0.986446,0
2486,1,1.316437,0
2487,0,1.198332,0
2488,0,-0.951362,1
2489,0,-0.775066,0
2490,1,-0.621608,0
2491,0,0.554162,0
2492,1,1.06092,0
2493,0,-0.01928,0
2494,1,0.976735,1
2495,1,-1.079546,0
2496,0,0.86341,1
2497,1,-1.535037,0
2498,0,1.24231,0
2499,0,0.665755,1
2500,0,-0.732294,0
2501,0,-0.603807,0
2502,1,-0.626161,0
2503,1,-0.314964,0
2504,0,-0.631058,1
2505,0,0.107014,0
2506,0,-1.177795,0
2507,1,-1.079944,0
2508,0,-0.806664,0
2509,0,-0.167358,0
2510,1,-0.876593,1
2511,0,-0.610268,0
2512,0,1.331444,0
2513,0,-0.574068,0
2514,0,1.066549,0
2515,0,-0.509385,0
2516,0,1.413275,0
2517,1,0.681186,0
2518,0,0.842857,0
2519,0,-0.532434,0
2520,0,0.972035,1
2521,1,0.937787,0
2522,0,-0.200935,0
2523,1,-0.732817,0
2524,0,2.058252,1
2525,0,0.239722,0
2526,1,1.609274,0
2527,0,0.479534,0
2528,1,0.555165,1
2529,0,1.961565,0
2530,1,0.359261,0
2531,1,-0.88827,0
2532,0,-0.109879,0
2533,0,1.44119,1
2534,0,-0.25708,0
2535,0,0.703558,0
2536,1,0.063945,0
2537,0,0.948107,0
2538,0,-2.669696,1
2539,1,1.043271,0
2540,1,1.567955,0
2541,0,-0.994452,0
2542,1,0.214959,0
2543,0,-0.662241,0
2544,1,0.481907,0
2545,1,0.261705,0
2546,1,-0.308946,0
2547,0,0.761953,0
2548,0,-0.414413,0
2549,0,-0.034363,0
2550,1,-0.230465,0
2551,0,0.952241,0
2552,0,1.322499,0
2553,0,1.367998,0
2554,1,0.676013,0
2555,1,0.936868,0
2556,0,-0.703108,0
2557,0,-0.078978,1
2558,0,-0.116525,0
2559,0,0.257116,0
2560,0,-0.780179,0
2561,0,-1.249469,0
2562,0,-0.601926,0
2563,1,-0.135974,0
2564,1,0.111829,0
2565,0,-0.811835,0
2566,0,-0.163621,0
2567,1,-0.203583,0
2568,0,1.110368,0
2569,1,0.147796,0
2570,0,0.361551,0
2571,0,1.449871,0
2572,1,-0.386475,0
2573,0,0.388134,0
2574,0,-0.144663,0
2575,0,0.367962,0
2576,0,0.87552,0
2577,0,1.374469,0
2578,0,0.665989,0
2579,1,0.670888,0
2580,0,0.600156,0
2581,0,-0.357172,0
2582,1,-1.609458,0
2583,0,0.649842,0
2584,1,0.562368,0
2585,1,-0.168764,0
2586,0,0.525487,1
2587,0,-0.435829,0
2588,1,-1.113088,0
2589,0,0.075535,0
2590,1,2.181434,0
2591,0,-1.746772,1
2592,0,0.325594,0
2593,0,0.24202,1
2594,1,-0.016589,0
2595,0,-0.637495,0
2596,1,1.535272,0
2597,0,-0.084358,0
2598,0,-0.216905,0
2599,0,-0.020311,0
2600,1,-1.935347,0
2601,1,-2.045125,0
2602,0,1.628034,0
2603,0,0.324135,0
2604,0,0.750473,0
2605,0,0.4862,0
2606,0,1.269101,0
2607,1,-0.34324,0
2608,0,-0.575817,0
2609,0,1.245472,0
2610,1,1.823737,0
2611,0,0.074734,0
2612,1,-0.64291,1
2613,1,-1.34178,1
2614,0,0.073589,0
2615,1,0.274428,0
2616,0,0.933162,0
2617,0,-1.034652,0
2618,1,1.834287,0
2619,0,0.064582,0
2620,1,0.60533,0
2621,0,1.874913,1
2622,0,-1.663357,0
2623,0,0.687497,0
2624,0,-1.390825,0
2625,0,-1.145596,0
2626,1,2.542102,1
2627,0,-0.714686,0
2628,0,-0.779841,0
2629,1,0.53784,0
2630,1,0.988082,0
2631,0,-0.568474,0
2632,0,-1.225216,0
2633,0,-0.40657,0
2634,1,0.466622,0
2635,1,0.590143,1
2636,0,-0.411623,0
2637,1,-2.522703,0
2638,0,1.169989,0
2639,1,0.551509,0
2640,1,-0.067325,0
2641,0,-1.195811,0
2642,1,0.122463,0
2643,0,-0.5348,0
2644,0,-0.766156,0
2645,0,-0.83542,0
2646,0,-1.397792,0
2647,1,0.135113,1
2648,0,-0.508809,0
2649,0,0.395337,0
2650,0,-0.651829,0
2651,0,1.029664,0
2652,0,0.910156,0
2653,0,-1.935886,0
2654,0,0.202805,0
2655,1,0.888729,0
2656,1,0.680101,0
2657,0,0.719331,0
2658,1,-1.564153,0
2659,1,-1.116442,0
2660,1,0.895152,0
2661,1,-2.261069,0
2662,0,-0.765227,1
2663,0,0.480812,1
2664,0,0.067075,0
2665,1,0.588249,1
2666,0,-2.181518,0
2667,1,1.039379,0
2668,1,-1.766078,1
2669,1,0.638658,0
2670,0,0.872762,0
2671,1,0.709571,0
2672,1,0.705989,0
2673,0,-0.472548,0
2674,0,-0.774985,0
2675,0,1.199436,0
2676,0,-1.015724,0
2677,0,0.445991,0
2678,0,-1.921775,0
2679,0,-0.908838,0
2680,1,1.87762,0
2681,0,-1.060898,0
2682,0,0.439326,0
2683,1,0.807369,0
2684,1,-1.486004,0
2685,0,0.692578,0
2686,0,-0.567639,0
2687,1,-0.336837,0
2688,1,-1.673762,0
2689,0,-0.19395,0
2690,0,0.29743,1
2691,1,0.49383,0
2692,1,-0.270438,0
2693,1,-0.826202,1
2694,1,-0.637582,0
2695,0,-1.107468,0
2696,0,0.406797,0
2697,0,0.812644,0
2698,0,2.267844,0
2699,0,-0.084817,0
2700,0,-0.22246,0
2701,1,0.258905,0
2702,0,-1.023298,0
2703,1,-0.516443,0
2704,0,0.318657,0
2705,0,-0.608741,0
2706,0,-0.97576,0
2707,1,-0.134346,0
2708,1,1.135484,1
2709,0,0.501777,0
2710,0,0.443274,0
2711,0,-1.161271,0
2712,1,1.338676,0
2713,0,0.127922,0
2714,0,0.435871,0
2715,1,-0.718905,0
2716,0,0.620763,0
2717,1,-0.11174,0
2718,0,-1.177592,0
2719,0,1.595048,0
2720,0,0.435435,0
2721,0,-0.09309,0
2722,1,-0.469057,1
2723,0,0.721941,0
2724,1,-0.733148,0
2725,0,0.85345,0
2726,1,-0.514052,0
2727,1,0.053976,0
2728,1,2.168011,1
2729,0,0.177307,0
2730,0,-0.67597,0
2731,0,1.863475,0
2732,1,-1.366057,0
2733,0,1.32712,0
2734,0,1.600216,0
2735,0,0.813075,0
2736,1,-1.397203,0
2737,0,-0.955699,1
2738,0,1.367292,0
2739,0,0.952987,0
2740,0,-0.567608,0
2741,1,0.849647,0
2742,0,0.187917,0
2743,0,-0.567646,0
2744,0,-0.238552,0
2745,1,0.69295,0
2746,1,-0.256511,0
2747,0,-1.992665,0
2748,0,1.057541,0
2749,0,-0.049401,1
2750,1,-0.34224,0
2751,0,-0.377614,0
2752,1,-2.027926,1
2753,1,1.173939,0
2754,1,-1.146224,0
2755,0,2.007576,0
2756,1,-0.055473,0
2757,1,0.462034,0
2758,1,2.263122,1
2759,0,0.758853,0
2760,0,-1.106564,0
2761,0,0.487299,0
2762,0,-2.100699,0
2763,1,1.247317,1
2764,1,-0.216078,1
2765,1,0.873977,0
2766,0,-0.219383,0
2767,0,-1.696689,0
2768,0,-2.004026,0
2769,0,1.366052,0
2770,1,-0.292155,0
2771,0,-0.068201,0
2772,0,0.540339,0
2773,0,-0.304525,0
2774,0,0.285344,0
2775,1,-0.907977,0
2776,0,1.206889,0
2777,1,0.635889,1
2778,1,0.599887,0
2779,0,-1.021839,0
2780,1,0.772266,0
2781,0,-0.306414,1
2782,0,0.962026,0
2783,1,1.562164,1
2784,0,-0.918388,0
2785,1,0.505207,1
2786,0,0.007228,0
2787,0,-0.541412,0
2788,0,-0.522077,0
2789,0,1.11013,0
2790,1,-1.066541,0
2791,0,0.978388,0
2792,1,0.536539,0
2793,1,-0.472538,0
2794,1,-0.287386,0
2795,0,1.98607,1
2796,1,-0.897251,0
2797,0,-0.399452,0
2798,0,0.60414,1
2799,0,-0.099233,0
2800,1,-2.590251,1
2801,1,1.683686,0
2802,1,1.505547,0
2803,1,0.088473,0
2804,0,-1.010317,0
2805,0,-0.513537,0
2806,1,-0.400989,1
2807,0,-0.523568,0
2808,1,-1.459435,0
2809,0,-0.294456,1
2810,1,1.050116,1
2811,1,0.140665,0
2812,1,0.056015,0
2813,0,0.618405,0
2814,1,0.585207,1
2815,0,-0.952968,0
2816,1,-0.110098,0
2817,1,-0.85908,0
2818,0,0.8849,0
2819,0,0.009829,0
2820,1,-0.831089,0
2821,1,-0.610583,0
2822,1,-1.749852,0
2823,1,-0.745223,0
2824,1,-0.048496,0
2825,1,0.57866,0
2826,0,0.730604,0
2827,0,1.0001,0
2828,1,0.297909,0
2829,1,-0.567236,1
2830,0,0.195939,0
2831,0,1.019876,0
2832,0,-0.227844,0
2833,0,0.013763,0
2834,0,2.29744,0
2835,0,-0.050058,0
2836,1,-0.186621,0
2837,0,-1.306554,0
2838,0,0.806009,0
2839,0,-0.753821,0
2840,1,0.303998,0
2841,0,-0.007242,0
2842,0,0.418942,0
2843,0,0.197249,0
2844,0,0.360697,0
2845,1,0.380354,1
2846,1,0.112466,0
2847,0,0.001631,0
2848,1,0.026615,0
2849,1,0.311898,0
2850,0,1.051321,0
2851,1,0.647073,0
2852,1,-1.213473,0
2853,0,-0.797489,0
2854,0,0.112071,0
2855,1,-0.716619,0
2856,0,0.210152,0
2857,0,0.73218,0
2858,1,1.577066,0
2859,0,-2.050055,0
2860,1,0.729669,0
2861,0,-0.345385,0
2862,0,-0.473555,1
2863,0,-1.389728,0
2864,1,1.057929,0
2865,0,1.138746,0
2866,0,-0.399665,1
2867,1,1.146361,0
2868,1,-0.724147,1
2869,0,-0.325669,0
2870,0,0.449721,0
2871,0,0.289291,0
2872,0,0.755547,0
2873,1,-0.452834,0
2874,1,0.301368,0
2875,0,-0.327176,0
2876,0,0.955334,0
2877,0,3.030206,0
2878,1,0.638887,0
2879,0,1.412763,0
2880,0,0.449378,0
2881,0,0.683642,0
2882,1,-1.559177,1
2883,0,-0.067579,0
2884,0,1.62514,0
2885,1,-0.901559,0
2886,1,-0.551921,0
2887,1,0.067888,0
2888,0,-0.618421,0
2889,0,-0.731492,0
2890,0,0.264497,0
2891,1,0.528472,0
2892,0,1.137427,0
2893,1,0.897023,0
2894,1,-1.724328,0
2895,1,1.901067,0
2896,0,0.466532,0
2897,0,-0.892859,0
2898,0,0.315887,0
2899,0,-0.375959,0
2900,1,-1.725616,0
2901,0,0.982679,0
2902,1,-1.623811,1
2903,1,1.690952,0
2904,1,-0.34677,0
2905,1,0.184377,0
2906,0,0.469585,0
2907,1,1.019212,0
2908,1,0.422254,0
2909,0,0.031757,0
2910,0,1.163279,0
2911,1,-0.643485,0
2912,0,-0.53063,0
2913,0,-0.225973,0
2914,0,-0.984597,0
2915,1,0.173097,0
2916,0,-0.189851,0
2917,1,-1.051598,0
2918,0,-1.915314,0
2919,1,1.762746,1
2920,0,-0.029861,0
2921,1,-0.162997,0
2922,1,1.565714,0
2923,0,1.141565,0
2924,0,0.002898,0
2925,0,0.497777,0
2926,0,1.420499,0
2927,0,-0.016332,0
2928,0,0.142149,0
2929,1,1.479214,0
2930,1,-1.073657,0
2931,0,-1.212393,1
2932,0,0.639703,0
2933,0,1.136387,0
2934,1,0.541287,0
2935,0,-1.747272,1
2936,0,-1.319885,0
2937,1,-0.79075,0
2938,1,0.16439,0
2939,0,1.639284,1
2940,0,0.733567,0
2941,1,-1.226258,0
2942,1,-0.607061,0
2943,0,-1.266745,0
2944,1,2.214025,1
2945,1,-0.377341,0
2946,0,0.098736,0
2947,0,0.367135,0
2948,0,0.535574,0
2949,1,-0.280067,0
2950,0,-0.758031,1
2951,1,0.779013,0
2952,0,1.12009,0
2953,0,2.477267,0
2954,0,0.658566,0
2955,1,-0.401351,0
2956,0,0.067899,0
2957,1,1.919107,0
2958,0,0.845258,1
2959,0,-0.109853,0
2960,1,-0.393737,0
2961,0,0.391533,0
2962,1,1.670924,0
2963,0,-1.822554,0
2964,0,1.002244,0
2965,0,-1.038897,1
2966,1,-0.096089,0
2967,0,-0.594468,0
2968,0,-0.889357,0
2969,0,-0.656459,0
2970,1,0.544746,0
2971,1,-1.344333,1
2972,1,1.413429,0
2973,0,0.143882,0
2974,0,-0.12893,0
2975,0,-1.35191,0
2976,0,1.013507,0
2977,0,-0.122472,0
2978,1,-0.201937,0
2979,1,1.50376,1
2980,0,0.249167,0
2981,0,-0.002107,1
2982,0,0.609056,0
2983,1,-0.637626,0
2984,1,0.379917,1
2985,0,1.59641,0
2986,0,-0.1305,0
2987,0,-0.602838,0
2988,1,-0.662674,0
2989,1,0.34618,0
2990,1,-1.742586,0
2991,1,0.0256,0
2992,1,1.259678,0
2993,0,-0.220131,0
2994,0,0.46377,0
2995,1,-0.971894,0
2996,1,1.598644,1
2997,1,-2.200336,0
2998,1,1.239461,0
2999,0,-0.294727,0
3000,0,1.492818,0
