id,treated,L,outcome
2320,1,-0.584348,1
2321,1,-0.385945,0
2322,1,0.488362,1
2323,0,1.716792,1
2324,0,0.794916,1
2325,1,0.955881,0
2326,1,1.389267,0
2327,0,-1.896444,0
2328,0,-0.595514,0
2329,0,-0.56745,1
2330,0,-0.512703,1
2331,0,0.400814,0
2332,1,-0.757693,0
2333,1,-0.625974,0
2334,0,0.342531,1
2335,0,-0.942831,0
2336,1,-1.384975,0
2337,0,0.166886,0
2338,1,0.321594,1
2339,0,0.355641,0
2340,0,-1.352094,0
2341,0,-0.749756,0
2342,0,0.713895,0
2343,0,-1.34156,0
2344,1,0.066146,1
2345,1,-0.108811,0
2346,0,0.844048,0
2347,0,0.133263,1
2348,0,0.085932,0
2349,1,0.589667,1
2350,1,0.333939,0
2351,0,-0.58205,0
2352,0,0.064447,0
2353,1,2.243319,1
2354,1,-0.126834,0
2355,0,0.642548,0
2356,1,-0.122215,0
2357,0,2.823773,1
2358,0,-1.244598,0
2359,1,1.123225,1
2360,0,-1.77098,0
2361,1,-0.580953,0
2362,0,-0.442171,0
2363,1,-0.272097,0
2364,1,0.018765,0
2365,1,-0.000332,1
2366,0,0.701889,0
2367,0,-0.346038,0
2368,1,-0.020668,0
2369,1,0.759602,1
2370,1,-0.311011,1
2371,1,-0.097616,1
2372,0,-1.557301,0
2373,0,0.201994,0
2374,0,0.560694,0
2375,1,0.196825,1
2376,0,0.047006,1
2377,0,-0.691584,0
2378,0,-0.10609,0
2379,0,0.885008,1
2380,1,1.747581,1
2381,1,0.162646,0
2382,1,0.852995,0
2383,1,0.389921,0
2384,0,-0.607336,1
2385,0,-1.075336,0
2386,1,-0.167563,1
2387,0,-0.414571,0
2388,1,0.16447,0
2389,0,0.621007,1
2390,0,0.203109,0
2391,1,-0.641387,0
2392,1,-0.492691,1
2393,1,0.493121,0
2394,1,1.060661,1
2395,1,-0.456572,0
2396,0,0.803715,1
2397,1,-0.221581,0
2398,1,1.07803,0
2399,0,-0.326216,0
2400,1,0.020119,0
2401,0,-0.891652,0
2402,0,2.179085,1
2403,1,-0.194362,0
2404,0,0.366014,0
2405,0,1.814473,1
2406,0,0.030043,0
2407,0,-0.123569,0
2408,1,-0.268348,0
2409,1,0.301598,0
2410,1,0.718906,1
2411,0,-0.738493,0
2412,1,0.944079,0
2413,0,-0.334876,0
2414,1,0.774113,1
2415,1,-0.48701,0
2416,0,-1.203772,0
2417,0,0.406978,0
2418,0,-0.670248,0
2419,0,0.119999,0
2420,0,-2.974116,0
2421,1,-0.443143,0
2422,0,-1.046473,0
2423,1,0.651029,0
2424,1,0.299451,1
2425,1,0.301336,1
2426,1,1.200075,1
2427,1,1.33217,1
2428,0,0.965112,1
2429,1,2.52461,1
2430,0,-0.126047,0
2431,0,-0.55416,0
2432,0,0.119447,1
2433,0,-1.397613,0
2434,0,-0.028361,0
2435,0,-1.484012,0
2436,1,0.124467,1
2437,1,-1.347188,0
2438,1,-0.12915,1
2439,1,0.206181,1
2440,0,-0.688103,0
2441,0,-0.715832,0
2442,0,1.395059,1
2443,0,0.133183,0
2444,0,1.582891,0
2445,1,-0.369271,1
2446,0,0.801978,0
2447,1,-0.762621,0
2448,1,0.723213,1
2449,1,-0.311962,0
2450,0,-0.751483,0
2451,1,-0.03517,1
2452,1,-0.543745,0
2453,0,0.210874,1
2454,0,-1.775584,0
2455,1,1.626036,0
2456,0,-0.588315,1
2457,1,-0.213864,0
2458,0,-1.259413,0
2459,1,-0.799443,0
2460,0,-0.556252,0
2461,0,-1.449153,0
2462,0,-0.584101,0
2463,1,-0.247322,0
2464,0,-1.685647,0
2465,0,0.242645,1
2466,1,1.117683,1
2467,1,-1.005851,0
2468,1,2.20532,1
2469,1,-0.779347,0
2470,0,0.689175,0
2471,1,0.317378,0
2472,1,2.310549,1
2473,1,-0.681178,0
2474,0,-0.615176,0
2475,1,-0.172485,1
2476,1,-1.384679,0
2477,0,-0.133062,1
2478,1,0.913577,1
2479,0,-0.698298,0
2480,0,1.136293,0
2481,1,-0.160056,1
2482,1,0.786952,0
2483,0,-0.27091,0
2484,1,-1.062898,0
2485,0,0.140559,0
2486,0,0.125826,0
2487,1,-1.207337,0
2488,1,0.126521,0
2489,0,-2.033238,0
2490,0,-0.365616,0
2491,0,-2.721295,0
2492,1,0.783265,0
2493,0,-0.956414,0
2494,0,0.627665,0
2495,0,0.474998,0
2496,1,0.451144,1
2497,1,-1.140469,0
2498,0,-0.925362,0
2499,0,-1.091586,0
2500,1,0.886243,0
2501,0,0.315512,1
2502,0,0.544467,0
2503,1,0.694878,1
2504,0,-0.247964,0
2505,0,-0.887826,0
2506,1,0.181049,1
2507,1,-1.254674,0
2508,1,-0.530646,1
2509,0,-0.734399,0
2510,0,-0.691899,0
2511,1,-0.374507,0
2512,0,-2.326998,0
2513,1,-0.647724,0
2514,0,-1.07551,0
2515,0,-0.480885,1
2516,0,0.025812,0
2517,0,-0.9204,0
2518,1,0.207555,1
2519,1,1.39599,1
2520,0,-0.961985,0
2521,1,0.803922,1
2522,0,-0.506393,1
2523,1,-0.138915,0
2524,0,-0.344609,0
2525,0,-2.764593,0
2526,1,-0.177823,0
2527,1,0.355165,1
2528,1,0.379572,0
2529,1,-0.604,0
2530,1,-0.710397,1
2531,1,-0.629873,0
2532,0,-0.546751,0
2533,0,0.605247,0
2534,0,-0.667246,0
2535,1,0.517838,1
2536,1,1.428548,1
2537,0,1.342885,0
2538,0,1.093702,0
2539,1,-0.886387,0
2540,0,1.981155,1
2541,0,-0.939705,0
2542,0,-1.296228,0
2543,1,-0.563367,0
2544,1,0.831974,1
2545,1,-1.776153,0
2546,0,-0.207742,0
2547,1,1.536236,0
2548,1,0.331744,1
2549,1,-1.647607,0
2550,1,1.850107,1
2551,0,-2.508995,0
2552,1,-0.290392,0
2553,1,0.644183,1
2554,1,-0.095176,1
2555,1,0.251574,1
2556,1,-0.039407,1
2557,1,0.007572,0
2558,1,2.178944,1
2559,0,-1.400904,1
2560,1,-0.300246,0
2561,0,0.574306,0
2562,0,-1.491073,0
2563,0,-0.01274,0
2564,0,-1.167903,0
2565,0,1.405887,1
2566,0,0.049626,1
2567,0,-0.877346,0
2568,0,-1.314963,0
2569,0,0.348118,0
2570,0,0.36682,1
2571,1,0.017016,1
2572,0,0.198776,1
2573,1,-0.670885,0
2574,1,-0.698778,1
2575,1,-0.500914,0
2576,0,1.108695,1
2577,0,-0.570709,1
2578,1,1.007801,0
2579,1,-0.4895,1
2580,0,0.653777,1
2581,0,-1.442555,0
2582,1,1.965153,1
2583,0,-0.736583,0
2584,0,0.384361,0
2585,1,0.578798,0
2586,0,-0.16961,1
2587,0,0.536285,0
2588,0,-0.220657,0
2589,0,0.549594,1
2590,1,0.822611,1
2591,1,0.44362,0
2592,0,-0.885339,0
2593,0,-0.429769,1
2594,1,0.539199,1
2595,0,-0.006918,0
2596,0,-1.72703,0
2597,1,-0.889856,1
2598,0,1.205453,1
2599,0,0.236668,0
2600,1,1.987209,1
2601,1,0.797528,1
2602,1,0.119298,0
2603,1,-0.192515,0
2604,1,-0.354854,1
2605,0,0.768185,0
2606,0,0.748778,1
2607,0,0.698748,0
2608,0,-0.32489,1
2609,1,0.948409,0
2610,0,-1.462124,0
2611,0,-1.090711,0
2612,1,0.316445,0
2613,0,0.964759,1
2614,0,0.989765,1
2615,0,-0.789661,0
2616,1,-1.23217,0
2617,0,0.186789,0
2618,0,-1.316188,0
2619,1,1.081108,0
2620,0,-1.154767,0
2621,1,1.111418,1
2622,0,0.790043,1
2623,0,0.535466,1
2624,0,0.092187,1
2625,0,-0.294714,0
2626,0,-1.887064,0
2627,0,0.152589,0
2628,1,0.988911,0
2629,0,0.101323,0
2630,0,-0.201591,1
2631,1,0.039663,0
2632,0,-0.903885,0
2633,1,0.182694,1
2634,1,0.299435,1
2635,1,0.335952,0
2636,0,-1.116554,1
2637,1,0.873923,1
2638,0,1.486843,1
2639,0,-1.289213,0
2640,0,0.710281,0
2641,0,0.173037,0
2642,0,1.317754,0
2643,1,-0.729321,0
2644,1,0.714323,1
2645,0,-2.020933,0
2646,1,1.165268,0
2647,1,1.950176,1
2648,1,-1.005542,0
2649,0,0.070813,0
2650,1,1.026813,1
2651,0,-0.744954,0
2652,1,0.947186,0
2653,0,1.043828,1
2654,0,0.225753,0
2655,0,-0.136712,0
2656,1,-0.19829,0
2657,0,0.977393,0
2658,0,-0.453118,0
2659,1,0.808352,1
2660,1,0.883237,1
2661,1,-0.204698,0
2662,1,0.939588,1
2663,0,0.242125,0
2664,1,0.270826,1
2665,1,-0.451759,1
2666,1,0.519184,1
2667,1,0.11434,0
2668,1,0.816775,0
2669,1,-0.676001,0
2670,0,-2.292178,0
2671,0,0.858682,0
2672,0,0.230145,0
2673,1,0.222305,1
2674,1,-1.129838,0
2675,0,-1.873797,0
2676,0,-0.869236,0
2677,0,0.226765,1
2678,1,1.143499,1
2679,1,0.40496,0
2680,1,0.287742,1
2681,1,1.25252,1
2682,0,-0.367039,0
2683,1,-0.123998,0
2684,1,0.244362,1
2685,0,-0.496886,0
2686,0,-0.208922,0
2687,1,-0.149055,0
2688,0,-0.125108,0
2689,0,-1.138413,0
2690,0,-0.861005,0
2691,1,1.208364,0
2692,1,-0.448367,0
2693,1,0.403585,0
2694,1,0.423335,1
2695,1,1.560161,0
2696,1,0.771116,0
2697,1,1.107264,1
2698,0,-0.690052,0
2699,1,-0.152777,1
2700,0,0.116556,0
2701,0,0.688775,0
2702,0,-0.045682,0
2703,0,-0.154474,0
2704,0,-1.106553,0
2705,0,-0.307249,0
2706,1,-0.283947,0
2707,1,-0.233272,0
2708,1,0.111795,0
2709,1,1.906524,1
2710,1,1.026203,1
2711,1,-2.034342,0
2712,1,0.573488,0
2713,1,-0.16627,1
2714,1,-0.31163,0
2715,1,2.061213,1
2716,0,0.364937,0
2717,0,-1.325822,0
2718,1,-0.6185,0
2719,1,0.543882,0
2720,0,0.049653,0
2721,0,-0.064835,0
2722,1,-0.031159,0
2723,1,0.568396,1
2724,0,-1.549535,0
2725,1,0.947041,1
2726,0,-0.536219,0
2727,0,0.666593,1
2728,1,1.165363,1
2729,0,1.235368,0
2730,0,0.489856,0
2731,1,1.250049,0
2732,0,-0.893505,0
2733,1,0.735077,0
2734,0,-0.084192,1
2735,1,0.125426,0
2736,1,0.698826,0
2737,0,-1.106271,0
2738,1,1.048214,0
2739,0,-1.315662,0
2740,0,0.181259,0
2741,1,0.301177,1
2742,1,2.869237,1
2743,1,0.785423,1
2744,1,-0.616284,0
2745,0,1.46818,0
2746,1,0.820844,1
2747,0,-1.254352,0
2748,0,0.742576,0
2749,1,-0.815446,0
2750,0,-0.70926,1
2751,1,1.222296,0
2752,1,-0.032191,0
2753,1,1.270456,0
2754,0,-0.312958,1
2755,0,1.278481,1
2756,1,-0.670021,1
2757,1,1.412827,1
2758,0,-0.95651,0
2759,0,0.457228,0
2760,0,0.050567,0
2761,0,0.995017,0
2762,0,0.00094,0
2763,0,-1.090916,0
2764,1,0.963439,1
2765,1,0.925382,1
2766,0,-0.997735,0
2767,1,0.438505,1
2768,0,0.945253,0
2769,1,-0.438541,0
2770,0,0.438029,0
2771,1,1.420151,1
2772,1,-1.046592,0
2773,1,0.58787,1
2774,1,0.926468,1
2775,0,-0.214374,0
2776,0,-0.595832,0
2777,1,1.728148,1
2778,0,-0.535517,0
2779,1,-0.780281,0
2780,0,-0.26452,0
2781,0,0.043374,0
2782,0,-0.589797,0
2783,1,0.18465,1
2784,0,0.249858,0
2785,1,0.177368,1
2786,0,0.823165,0
2787,0,0.845468,0
2788,1,-0.627698,0
2789,0,-0.29491,0
2790,0,0.536592,0
2791,1,0.494065,1
2792,0,0.837955,0
2793,1,0.050467,0
2794,0,-1.271361,0
2795,0,-0.248327,0
2796,1,-1.595394,0
2797,1,-0.094329,1
2798,0,-0.246635,0
2799,1,-0.085053,0
2800,0,-0.319368,0
2801,1,1.658698,0
2802,1,-0.923098,0
2803,1,0.107175,1
2804,1,0.86222,1
2805,1,0.801332,1
2806,1,0.737265,1
2807,0,-0.157584,0
2808,0,-0.282786,1
2809,1,-0.491839,0
2810,1,0.924841,0
2811,1,0.78341,0
2812,0,-1.173305,0
2813,0,1.156313,1
2814,1,0.805283,1
2815,1,0.340404,1
2816,0,-1.508829,0
2817,1,-0.343824,0
2818,0,-1.942021,0
2819,0,-0.708611,0
2820,0,0.900817,1
2821,1,1.17683,1
2822,0,-0.039269,0
2823,0,-1.126349,0
2824,0,1.310969,0
2825,0,0.606741,1
2826,1,-0.275905,0
2827,0,-0.633925,0
2828,1,1.882571,1
2829,0,-0.375512,0
2830,0,-0.806039,0
2831,1,-1.191051,0
2832,1,-0.824872,0
2833,0,0.918387,0
2834,0,0.048725,0
2835,0,-1.26083,1
2836,1,-0.552676,1
2837,0,-0.568108,0
2838,1,0.679725,0
2839,1,-0.136333,0
2840,1,-1.655136,0
2841,1,0.801048,0
2842,0,-0.579786,0
2843,1,1.288924,1
2844,1,-0.075184,0
2845,0,-1.190295,0
2846,0,-0.927547,0
2847,1,1.570103,1
2848,1,-0.011377,1
2849,1,0.743878,1
2850,0,-1.825411,0
2851,1,-0.43291,0
2852,0,-1.134149,0
2853,1,0.537077,1
2854,0,-0.982819,1
2855,0,1.810058,1
2856,0,-0.554381,0
2857,1,-0.50015,0
2858,0,0.791947,0
2859,0,-0.248017,0
2860,0,-0.716643,0
2861,1,-0.816285,0
2862,0,-0.149853,0
2863,0,-0.45401,0
2864,0,-1.522676,0
2865,0,-0.280205,0
2866,0,0.195285,0
2867,0,-1.362073,0
2868,0,1.41625,1
2869,0,-0.714669,0
2870,1,0.893167,0
2871,1,1.870391,1
2872,0,1.479902,1
2873,0,0.322667,0
2874,0,-0.664559,0
2875,1,0.351623,0
2876,0,-0.82021,0
2877,0,-0.797668,0
2878,1,-0.285347,0
2879,0,-0.47363,0
2880,1,0.187096,0
2881,0,-1.619351,0
2882,1,0.05859,0
2883,0,-1.70436,0
2884,1,1.818026,1
2885,0,-0.128909,0
2886,1,0.227753,0
2887,0,-1.277958,0
2888,0,-0.934143,0
2889,1,-0.409554,0
2890,0,-2.364912,0
2891,0,-0.214909,0
2892,0,0.324383,1
2893,0,-0.342378,0
2894,1,1.103389,1
2895,0,-0.400464,0
2896,1,1.082768,0
2897,0,-0.194213,1
2898,1,-1.104034,0
2899,1,-0.301478,0
2900,0,-2.300952,0
2901,1,0.108302,1
2902,1,-1.408549,0
2903,0,-0.677292,0
2904,1,-1.475066,0
2905,1,0.527334,0
2906,0,-0.059677,0
2907,1,-0.387828,0
2908,1,0.538912,1
2909,0,0.263764,0
2910,1,1.10573,0
2911,1,1.105885,1
2912,1,-0.600684,0
2913,1,-1.494195,1
2914,1,-0.156095,0
2915,1,0.283888,1
2916,0,-0.177621,1
2917,0,-0.609021,0
2918,0,-0.611045,0
2919,0,-1.292893,0
2920,0,-1.098513,0
2921,0,-1.510897,0
2922,1,1.094008,1
2923,1,1.289554,1
2924,1,-0.721749,0
2925,1,0.18682,1
2926,1,0.496064,0
2927,1,1.037871,1
2928,0,-0.653892,0
2929,0,0.63041,1
2930,1,0.875002,1
2931,1,-0.675428,0
2932,0,-0.291941,0
2933,1,0.384456,1
2934,0,0.855644,1
2935,0,-0.791906,1
2936,0,-0.574339,0
2937,0,1.316494,0
2938,0,1.411354,1
2939,1,0.8019,1
2940,1,-0.047787,1
2941,1,-0.366309,0
2942,0,0.164733,0
2943,0,-1.516257,0
2944,1,0.545907,1
2945,1,1.149031,0
2946,1,-0.074481,0
2947,0,1.442149,1
2948,0,0.610529,1
2949,0,0.524026,1
2950,0,-1.501675,0
2951,0,-0.455649,0
2952,1,-1.248065,0
2953,0,-0.665878,0
2954,1,0.521552,1
2955,1,0.185695,0
2956,1,1.310734,1
2957,0,0.978658,1
2958,0,-0.073978,1
2959,1,-0.613356,1
2960,0,0.044588,1
2961,1,0.065284,0
2962,0,1.842804,0
2963,0,0.348186,0
2964,1,-0.369944,0
2965,0,0.294978,1
2966,0,-0.465581,0
2967,1,1.126459,1
2968,1,-0.494634,1
2969,0,0.347602,0
2970,0,-0.368615,1
2971,0,0.085395,0
2972,1,1.814752,1
2973,1,1.288367,1
2974,1,-0.333887,0
2975,0,0.841714,1
2976,0,0.948477,0
2977,0,0.189225,1
2978,0,-0.774772,0
2979,1,0.308761,1
2980,0,-0.575506,0
2981,1,0.4337,0
2982,1,0.053035,1
2983,1,0.200665,1
2984,0,-0.805682,1
2985,1,0.659794,1
2986,0,0.927193,0
2987,1,-0.459719,1
2988,0,1.56927,0
2989,0,-0.57864,0
2990,0,0.486159,0
2991,0,1.435837,1
2992,0,-1.191487,0
2993,0,-0.985689,0
2994,0,-0.557379,0
2995,0,-0.128393,0
2996,0,-1.871831,0
2997,1,-0.380052,1
2998,1,1.959753,1
2999,1,0.419215,0
3000,1,1.236776,1
3001,0,-0.338317,0
3002,0,-0.390796,0
3003,0,-0.007626,0
3004,0,-0.053826,1
3005,0,-0.942769,0
3006,1,-0.846808,0
3007,1,-0.848264,0
3008,0,-0.681645,0
3009,1,-0.550922,1
3010,0,-0.533567,1
3011,0,-1.323845,0
3012,0,1.36927,1
3013,0,-0.291382,0
3014,0,-0.2739,1
3015,0,0.111816,1
3016,0,-1.379755,0
3017,0,-0.626276,0
3018,0,-1.011999,0
3019,1,1.176862,1
3020,1,0.726887,1
3021,1,-0.599241,0
3022,1,0.712841,0
3023,1,-0.729671,1
3024,0,-2.879378,0
3025,0,-1.055596,0
3026,1,-0.20332,0
3027,1,-0.179371,0
3028,0,1.240217,0
3029,0,-1.585392,0
3030,1,0.811187,1
3031,0,0.410878,0
3032,1,-0.466029,0
3033,1,1.276827,1
3034,1,-0.498364,0
3035,0,-0.081169,0
3036,1,1.193517,0
3037,0,-0.568595,0
3038,1,-0.685108,0
3039,0,-1.924443,0
3040,1,0.640684,0
3041,1,0.283364,0
3042,1,-1.145282,0
3043,0,-0.391381,0
3044,0,-0.519601,0
3045,1,1.883888,1
3046,0,-1.09488,1
3047,1,1.109255,1
3048,1,-0.277583,0
3049,0,-0.478453,0
3050,0,0.541127,0
3051,1,-0.233873,0
3052,0,-0.519311,0
3053,1,0.434686,1
3054,0,-0.468714,0
3055,0,0.623189,0
3056,0,0.084521,0
3057,1,-1.806391,0
3058,0,-1.46577,0
3059,0,-0.83809,1
3060,0,0.077528,0
3061,1,0.446646,1
3062,1,-2.198013,1
3063,0,0.390386,0
3064,1,1.042916,1
3065,0,-1.297769,0
3066,0,-1.548683,0
3067,0,-1.556867,0
3068,1,-0.79199,1
3069,0,-0.883706,0
3070,0,-0.052032,1
3071,0,-0.311161,0
3072,0,-1.804216,0
3073,1,-0.566219,0
3074,0,0.479818,1
3075,1,0.137133,0
3076,0,0.476789,0
3077,0,1.094346,0
3078,0,-0.179193,0
3079,0,0.022652,1
3080,1,0.257256,0
3081,0,-0.498787,0
3082,1,0.766555,0
3083,1,1.850269,1
3084,1,0.23529,1
3085,0,0.288865,0
3086,0,1.190304,1
3087,1,-0.668952,0
3088,1,-0.019779,1
3089,0,-1.37878,0
3090,1,0.530388,1
3091,0,0.471113,0
3092,0,-0.424629,0
3093,1,-0.906621,0
3094,1,-0.251509,1
3095,0,-1.470778,0
3096,0,1.549356,1
3097,1,1.522569,1
3098,0,-1.659955,0
3099,0,0.145078,0
3100,0,0.206955,0
3101,1,1.307066,1
3102,0,-0.18747,0
3103,0,-0.376165,0
3104,0,-0.452013,0
3105,0,1.117736,0
3106,0,-0.894583,0
3107,1,0.146848,0
3108,0,-0.501857,0
3109,1,0.823786,0
3110,1,-0.835996,0
3111,0,1.21195,1
3112,0,-1.353227,0
3113,0,1.216097,0
3114,0,0.30754,1
3115,1,0.899313,0
3116,0,-0.527143,0
3117,0,-0.298785,0
3118,0,-1.075629,0
3119,0,2.200765,0
3120,1,2.283004,1
3121,1,-0.790364,0
3122,1,0.647239,0
3123,0,-0.456573,0
3124,0,-1.298213,1
3125,0,0.225931,0
3126,1,-1.541908,0
3127,0,1.210066,0
3128,1,-0.706726,0
3129,0,-0.737014,0
3130,1,-0.787909,0
3131,1,1.352394,0
3132,0,-0.442328,0
3133,0,-0.444984,0
3134,0,0.663324,1
3135,1,-1.206576,1
3136,1,0.081454,1
3137,0,0.00666,0
3138,1,-1.800898,0
3139,1,0.470419,1
3140,1,-0.532681,0
3141,1,2.919775,1
3142,1,-0.737389,1
3143,0,0.28622,1
3144,0,-1.519334,0
3145,1,0.262817,0
3146,1,0.726046,1
3147,1,0.008298,0
3148,1,0.11386,1
3149,1,-0.643725,1
3150,0,2.486567,1
3151,1,1.715508,1
3152,1,0.562064,0
3153,1,-0.393151,0
3154,0,1.037196,1
3155,0,1.385361,1
3156,1,0.135768,0
3157,0,0.3532,0
3158,1,0.954624,1
3159,0,0.195522,0
3160,0,-0.391955,0
3161,0,1.159117,1
3162,1,-0.413051,0
3163,1,-0.626198,0
3164,1,-1.35414,0
3165,1,-0.751662,0
3166,1,0.057247,0
3167,0,-0.320786,0
3168,0,0.901454,1
3169,1,1.416436,1
3170,1,1.195251,0
3171,0,1.079098,1
3172,0,-1.100676,0
3173,1,0.167669,0
3174,1,1.250639,0
3175,0,-0.058101,0
3176,1,-1.704488,0
3177,0,-0.35942,0
3178,1,1.671192,1
3179,1,-0.520907,0
3180,0,-0.454705,0
3181,0,0.563611,1
3182,1,2.730834,0
3183,0,-1.262624,0
3184,0,0.132884,1
3185,0,-0.076954,0
3186,0,0.454511,0
3187,1,-0.001191,0
3188,0,0.249408,0
3189,1,-1.669326,1
3190,1,-1.571933,1
3191,0,0.958938,0
3192,1,1.571448,1
3193,1,-0.718044,1
3194,0,-1.944932,0
3195,1,1.213904,1
3196,0,0.22809,0
3197,0,-1.036039,0
3198,0,-0.68153,0
3199,1,0.434651,0
3200,1,0.997624,1
3201,0,1.171701,0
3202,0,-0.380102,0
3203,1,-1.640241,0
3204,0,-1.616595,0
3205,0,-0.03477,0
3206,0,0.586987,0
3207,1,-0.264796,1
3208,0,0.37243,0
3209,1,-0.069083,0
3210,0,0.677421,1
3211,0,-0.02449,0
3212,1,2.578384,1
3213,1,1.370565,1
3214,1,-0.353585,0
3215,1,-0.978243,0
3216,1,0.948481,1
3217,0,-0.454157,0
3218,1,0.154105,1
3219,1,0.59145,1
3220,1,-0.567616,0
3221,1,0.302798,1
3222,1,-0.013216,1
3223,0,0.235736,0
3224,1,0.14514,0
3225,1,1.670348,1
3226,0,0.965045,1
3227,0,1.324905,1
3228,0,0.018688,0
3229,0,-1.666879,0
3230,0,-0.632289,0
3231,0,-0.503898,0
3232,1,-1.35788,1
3233,0,0.205546,1
3234,0,-2.689801,0
3235,0,-0.991135,0
3236,0,-0.496309,0
3237,1,0.866531,1
3238,0,-0.178554,0
3239,1,1.303882,1
3240,0,1.518077,1
3241,1,1.106058,1
3242,1,-1.151203,0
3243,1,-0.564248,0
3244,1,-1.399773,1
3245,0,-1.943721,0
3246,1,0.170937,0
3247,1,1.728733,1
3248,1,2.640433,1
3249,0,0.601835,0
3250,1,-2.188961,0
3251,1,-0.37153,0
3252,0,-2.482708,0
3253,0,-0.608934,0
3254,0,1.656587,0
3255,0,-0.996926,0
3256,1,1.145753,1
3257,1,0.535707,0
3258,1,0.715066,1
3259,0,-0.048176,0
3260,0,-1.197041,0
3261,0,-0.171806,0
3262,1,1.32428,1
3263,1,-2.362818,0
3264,1,0.529375,1
3265,1,0.832152,0
3266,0,-0.169114,1
3267,0,-0.217417,0
3268,0,-0.643208,0
3269,0,-0.096381,0
3270,0,0.345551,0
3271,0,0.226949,0
3272,0,-0.060533,0
3273,0,0.335549,1
3274,0,-0.461291,0
3275,0,-0.348,0
3276,0,-0.08343,0
3277,0,0.714,1
3278,1,-0.150665,0
3279,0,-0.855592,0
3280,0,0.992754,0
3281,0,-0.886702,0
3282,0,-0.251143,1
3283,1,-0.454966,0
3284,1,-0.094411,0
3285,0,-0.757193,0
3286,0,0.824387,0
3287,0,-0.014821,0
3288,1,-0.566606,0
3289,0,0.923776,0
3290,0,1.61541,0
3291,1,-0.304538,0
3292,0,0.576788,1
3293,1,-0.862652,0
3294,1,0.308781,1
3295,0,-0.524424,0
3296,0,-0.43221,1
3297,1,1.817745,1
3298,1,0.33544,1
3299,0,-0.395639,1
3300,1,-0.485982,1
3301,1,0.151601,1
3302,0,0.754684,0
3303,1,0.577925,0
3304,0,-1.855559,0
3305,0,-1.186249,0
3306,0,0.579481,0
3307,1,1.05065,1
3308,0,-0.719931,1
3309,0,-0.504439,0
3310,0,0.57039,0
3311,1,-0.083205,0
3312,1,-1.885766,0
3313,1,0.176186,1
3314,1,1.998625,1
3315,0,-0.641411,0
3316,1,0.762577,1
3317,0,0.960065,0
3318,0,-0.717357,0
3319,0,-0.272249,0
3320,0,0.806796,0
3321,1,-0.982893,0
3322,1,1.309088,0
3323,0,-1.85923,0
3324,0,-1.218526,0
3325,1,-0.444012,1
3326,0,-0.766008,0
3327,1,0.275099,0
3328,1,-1.048828,0
3329,1,1.270255,1
3330,1,0.791837,0
3331,0,0.392792,1
3332,0,-0.529822,0
3333,1,0.904246,1
3334,1,-0.427256,0
3335,1,-0.710248,0
3336,1,0.77897,1
3337,0,-1.17573,0
3338,0,1.304397,0
3339,1,0.237621,1
3340,0,-0.784063,0
3341,0,2.390796,0
3342,0,0.191791,0
3343,1,1.324132,1
3344,1,-0.433999,0
3345,1,0.360936,1
3346,1,-0.280475,1
3347,0,-0.58781,0
3348,1,-0.07784,0
3349,1,-0.248722,0
3350,1,0.586427,0
3351,0,1.040195,0
3352,1,0.577534,0
3353,0,0.656526,0
3354,1,1.342305,1
3355,1,0.541521,0
3356,1,0.251368,0
3357,0,-2.264688,0
3358,1,-0.141876,1
3359,1,0.894281,0
3360,0,0.097243,0
3361,0,0.289313,0
3362,1,0.258473,0
3363,0,-0.494225,0
3364,1,-0.115327,0
3365,0,-0.176161,0
3366,0,-0.824091,0
3367,0,-1.712109,0
3368,0,0.784534,0
3369,0,-1.144443,0
3370,0,0.455977,0
3371,1,0.867447,0
3372,0,0.093158,0
3373,1,0.192473,0
3374,0,-0.992112,0
3375,0,2.270438,1
3376,1,-0.535898,1
3377,0,-2.44662,0
3378,1,1.462936,1
3379,0,-0.271261,0
3380,0,-0.808216,1
3381,0,1.154863,0
3382,1,0.445982,0
3383,0,-1.152686,0
3384,0,-0.363377,0
3385,1,1.687952,1
3386,0,1.743957,1
3387,1,0.70908,0
3388,0,0.173005,1
3389,0,-0.832314,0
3390,0,1.11851,1
3391,1,0.02075,1
3392,1,-0.158115,0
3393,1,-1.062841,0
3394,1,1.202245,0
3395,1,-0.036222,1
3396,1,0.516277,0
3397,0,1.357658,1
3398,1,0.92524,0
3399,1,1.064227,1
3400,0,0.317679,0
3401,0,-0.33649,0
3402,0,0.821762,0
3403,1,0.858148,1
3404,1,1.597893,1
3405,0,-0.181592,0
3406,1,2.337898,0
3407,0,-0.229685,1
3408,1,-0.084444,0
3409,0,0.762838,1
3410,0,-0.059792,1
3411,1,1.506615,1
3412,0,-0.229488,0
3413,0,0.152442,0
3414,1,-0.155868,1
3415,0,0.277666,1
3416,1,0.486072,1
3417,0,1.270011,1
3418,0,-0.190169,0
3419,0,0.055059,1
3420,1,0.886312,1
3421,1,1.375406,1
3422,0,1.778319,1
3423,1,0.626993,0
3424,0,-0.170424,0
3425,0,-0.195983,0
3426,0,2.20557,1
3427,0,-0.800956,0
3428,0,0.840617,1
3429,1,1.227433,1
3430,1,0.510798,1
3431,1,0.388225,1
3432,0,-1.152078,1
3433,0,-1.642478,0
3434,1,-0.603598,0
3435,0,0.312465,0
3436,0,1.020251,0
3437,0,-1.635629,0
